program_string,module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color,render_filepath
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/513.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/514.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/515.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/516.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/517.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/518.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/519.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/520.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,red,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/521.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/522.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/523.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/524.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/525.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/526.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/527.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/528.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/529.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,green,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/530.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/531.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/532.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/533.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/534.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/535.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/536.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/537.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/538.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,triangle,blue,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/539.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,red,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/540.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,red,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/541.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,red,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/542.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,square,red,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/543.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,square,red,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/544.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,square,red,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/545.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,red,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/546.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,red,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/547.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,red,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/548.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,green,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/549.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,green,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/550.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),square,red,square,green,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/551.png
(C (C (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),square,red,square,green,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/552.png
