program_string,nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant,render_filepath
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.3099999999999999 0 -0.15499999999999994 0.26846787517317594)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.856849257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),p,2.2,h,4,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/373.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 4 (M 1 1.5707963267948966 0 0)))),p,2.2,h,4,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/374.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 4 (M 1 1.5707963267948966 0 0)))),p,2.2,h,4,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/375.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 3.2851342252830658 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/376.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 3.2851342252830658 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/377.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.2199999999999999 0 -0.10999999999999995 0.19052558883257645)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7276000000000007 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/378.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.2199999999999999 0 -0.10999999999999995 0.19052558883257645)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7276000000000007 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/379.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.3099999999999999 0 -0.15499999999999994 0.26846787517317594)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.856849257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/380.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.3099999999999999 0 -0.15499999999999994 0.26846787517317594)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.856849257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/381.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/382.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 2.586255110086882 0 -1.293127555043441 1.7798373876248845)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 6 (M 1 1.0471975511965976 0 0)))),p,2.2,h,6,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/383.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/384.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/385.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/386.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/387.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/388.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/389.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/390.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,c,4,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/391.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/392.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/393.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/394.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/395.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/396.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/397.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/398.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),h,1.0,c,6,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/399.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,s,4,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/400.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,s,4,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/401.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,s,4,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/402.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,s,4,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/403.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,s,4,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/404.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 0.9999999999999999 0 -0.49999999999999994 0.8660254037844387)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),h,1.0,s,4,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/405.png
